
Study name: Static 1(-Default-)
Plot type: Static nodal stress Stress1
18:35, Sunday, February 15, 2026


X Title: Node
Y Title: von Mises (N/m^2)

Point, X, Y1 (von Mises (N/m^2))
323, 322,5.2796E+07  ,
324, 323,4.159E+07   ,
325, 324,3.9518E+07  ,
326, 325,1.8448E+07  ,
327, 326,2.743E+07   ,
328, 327,1.896E+07   ,
329, 328,4.3699E+07  ,
330, 329,2.492E+07   ,
331, 330,1.1386E+07  ,
332, 331,2.1388E+07  ,
333, 332,1.8987E+07  ,
334, 333,1.8793E+07  ,
335, 334,1.8955E+07  ,
336, 335,1.8925E+07  ,
337, 336,1.8958E+07  ,
338, 337,1.9657E+07  ,
339, 338,1.9184E+07  ,
340, 339,2.0503E+07  ,
341, 340,1.9034E+07  ,
342, 341,7.8706E+07  ,
343, 342,3.941E+07   ,
344, 343,3.8216E+07  ,
345, 344,1.7727E+07  ,
346, 345,3.1001E+07  ,
347, 346,7.9062E+06  ,
348, 347,1.9046E+07  ,
349, 348,1.9202E+07  ,
350, 349,4.4951E+07  ,
351, 350,1.9009E+07  ,
352, 351,1.2273E+07  ,
353, 352,1.9115E+07  ,
354, 353,1.9165E+07  ,
355, 354,1.8951E+07  ,
356, 355,1.8999E+07  ,
357, 356,1.0919E+07  ,
358, 357,7.2288E+06  ,
359, 358,7.7445E+06  ,
360, 359,1.7407E+07  ,
361, 360,1.8953E+07  ,
362, 361,2.116E+07   ,
363, 362,5.8034E+07  ,
364, 363,2.3888E+07  ,
365, 364,1.8937E+07  ,
366, 365,2.7553E+07  ,
367, 366,2.8369E+07  ,
368, 367,1.5155E+07  ,
369, 368,3.826E+07   ,
370, 369,1.8947E+07  ,
371, 370,1.9042E+07  ,
372, 371,1.9045E+07  ,
373, 372,2.2639E+07  ,
374, 373,2.1972E+07  ,
375, 374,3.3238E+07  ,
376, 375,2.0916E+07  ,
377, 376,1.8939E+07  ,
378, 377,1.904E+07   ,
379, 378,1.9043E+07  ,
380, 379,2.3446E+07  ,
381, 380,1.5992E+07  ,
382, 381,1.6454E+07  ,
383, 382,1.9489E+07  ,
384, 383,1.8921E+07  ,
385, 384,1.905E+07   ,
386, 385,1.8953E+07  ,
387, 386,1.9896E+07  ,
388, 387,1.9034E+07  ,
389, 388,1.8861E+07  ,
390, 389,1.8735E+07  ,
391, 390,8.7258E+06  ,
392, 391,2.1676E+07  ,
393, 392,1.9032E+07  ,
394, 393,4.8057E+07  ,
395, 394,4.4593E+07  ,
396, 395,1.978E+07   ,
397, 396,1.8515E+07  ,
398, 397,1.8964E+07  ,
399, 398,1.3493E+07  ,
400, 399,1.8935E+07  ,
401, 400,1.8964E+07  ,
402, 401,1.9036E+07  ,
403, 402,1.8942E+07  ,
404, 403,6.6364E+07  ,
405, 404,1.8988E+07  ,
406, 405,1.8684E+07  ,
