18:49, Sunday, February 15, 2026
Study name:Static 1
Units: mm
Selected reference : N/A
Node  ,X (mm)  ,Y (mm)  ,Z (mm)  ,URES (mm)
72991  ,107.5  ,41.2872  ,-71.2974  ,2.48284e+00
77412  ,107.293  ,42.2872  ,-69.1128  ,2.48279e+00
30161  ,107.738  ,40.8224  ,-70.3798  ,2.48242e+00
25545  ,108.018  ,40.8092  ,-67.1836  ,2.48233e+00
14919  ,107.741  ,41.3083  ,-68.0251  ,2.48216e+00
25542  ,107.519  ,41.7818  ,-68.3497  ,2.48203e+00
25541  ,107.489  ,41.7798  ,-68.6979  ,2.48202e+00
29295  ,107.314  ,42.2872  ,-68.2457  ,2.48181e+00
29300  ,107.717  ,41.1894  ,-68.6024  ,2.48181e+00
81550  ,107.114  ,42.2872  ,-70.4705  ,2.48172e+00
50138  ,107.593  ,41.7772  ,-67.0069  ,2.48125e+00
30164  ,107.455  ,41.6547  ,-69.0652  ,2.48113e+00
7585  ,107.155  ,42.2872  ,-69.4826  ,2.48091e+00
80425  ,107.375  ,42.2872  ,-66.9139  ,2.48084e+00
91424  ,107.98  ,40.2872  ,-68.7944  ,2.48060e+00
25543  ,107.973  ,40.7929  ,-66.53  ,2.48043e+00
5653  ,108.02  ,40.2872  ,-68.1602  ,2.48032e+00
5654  ,107.909  ,40.2872  ,-69.4258  ,2.48031e+00
45505  ,107.529  ,41.583  ,-67.9513  ,2.48021e+00
45514  ,107.184  ,41.8673  ,-70.3684  ,2.47985e+00
72155  ,107.158  ,42.2872  ,-68.7189  ,2.47979e+00
88095  ,107.825  ,41.2872  ,-65.4535  ,2.47956e+00
89168  ,107.247  ,41.2872  ,-72.0503  ,2.47955e+00
58901  ,106.925  ,42.2872  ,-71.1361  ,2.47943e+00
25122  ,107.395  ,41.4711  ,-69.4725  ,2.47941e+00
40542  ,108.026  ,40.2872  ,-67.4483  ,2.47932e+00
30159  ,107.791  ,40.2872  ,-70.1257  ,2.47931e+00
25540  ,107.231  ,42.0609  ,-68.5074  ,2.47916e+00
1086  ,107.51  ,42.2872  ,-64.1385  ,2.47902e+00
7335  ,106.709  ,42.2872  ,-73.2904  ,2.47900e+00
25134  ,107.473  ,41.339  ,-68.8959  ,2.47897e+00
1697  ,107.196  ,42.2872  ,-67.7484  ,2.47896e+00
14920  ,107.737  ,40.7863  ,-68.2899  ,2.47889e+00
88108  ,107.305  ,42.2872  ,-66.2305  ,2.47857e+00
25548  ,107.6  ,41.2992  ,-67.2663  ,2.47844e+00
50115  ,107.198  ,41.9358  ,-68.8747  ,2.47826e+00
73692  ,107.019  ,42.2872  ,-69.0888  ,2.47791e+00
5652  ,107.991  ,40.2872  ,-66.7372  ,2.47761e+00
5655  ,107.634  ,40.2872  ,-70.8178  ,2.47760e+00
72990  ,106.996  ,41.8673  ,-71.034  ,2.47755e+00
9094  ,107.453  ,41.2854  ,-68.4196  ,2.47752e+00
81553  ,107.874  ,40.7929  ,-65.7409  ,2.47746e+00
14922  ,107.459  ,41.3943  ,-67.7719  ,2.47739e+00
45513  ,107.235  ,41.4025  ,-70.1175  ,2.47711e+00
26491  ,107.04  ,42.2872  ,-68.2217  ,2.47694e+00
25547  ,107.562  ,41.2829  ,-66.6125  ,2.47665e+00
71027  ,107.059  ,41.9358  ,-69.2445  ,2.47638e+00
25524  ,107.113  ,42.0609  ,-68.0102  ,2.47630e+00
80439  ,107.344  ,41.7929  ,-66.5195  ,2.47621e+00
25121  ,107.436  ,40.9358  ,-69.2162  ,2.47604e+00
74156  ,106.829  ,42.2872  ,-69.9917  ,2.47595e+00
45506  ,107.242  ,41.56  ,-68.3458  ,2.47557e+00
71028  ,106.856  ,42.2872  ,-69.3753  ,2.47547e+00
58904  ,106.82  ,41.808  ,-71.9107  ,2.47541e+00
88071  ,107.65  ,41.2872  ,-64.648  ,2.47524e+00
89170  ,106.935  ,41.2872  ,-72.8131  ,2.47523e+00
25115  ,107.596  ,40.7772  ,-67.531  ,2.47516e+00
1091  ,106.884  ,42.2872  ,-68.6949  ,2.47491e+00
81551  ,107.905  ,40.2872  ,-65.9466  ,2.47486e+00
81523  ,107.411  ,40.2872  ,-71.5801  ,2.47485e+00
25523  ,106.94  ,42.2872  ,-67.9352  ,2.47474e+00
16261  ,107.208  ,41.4349  ,-68.7131  ,2.47468e+00
25530  ,107.184  ,41.7772  ,-67.3252  ,2.47450e+00
88096  ,107.287  ,41.8882  ,-65.5894  ,2.47445e+00
58903  ,106.579  ,42.2872  ,-71.8254  ,2.47440e+00
26493  ,106.957  ,42.0609  ,-68.4835  ,2.47428e+00
25527  ,106.965  ,42.2872  ,-67.2321  ,2.47411e+00
14921  ,107.455  ,40.8723  ,-68.0367  ,2.47411e+00
71029  ,106.899  ,41.8673  ,-69.8896  ,2.47407e+00
91425  ,107.097  ,42.2872  ,-65.6068  ,2.47396e+00
25546  ,107.581  ,40.7772  ,-66.8195  ,2.47382e+00
11233  ,107.03  ,41.8347  ,-68.272  ,2.47365e+00
25521  ,107.043  ,41.8723  ,-67.8308  ,2.47347e+00
72900  ,106.924  ,41.9358  ,-68.8507  ,2.47338e+00
55464  ,107.247  ,42.2872  ,-63.3518  ,2.47320e+00
37278  ,106.314  ,42.2872  ,-74.0196  ,2.47319e+00
50116  ,106.997  ,41.7096  ,-68.6392  ,2.47275e+00
14923  ,107.172  ,41.3714  ,-68.1664  ,2.47275e+00
26492  ,106.784  ,42.2872  ,-68.4084  ,2.47271e+00
73691  ,106.72  ,42.2872  ,-68.9815  ,2.47248e+00
45512  ,107.139  ,40.8673  ,-70.5572  ,2.47238e+00
40552  ,107.325  ,41.3939  ,-65.8784  ,2.47212e+00
25526  ,106.857  ,42.0609  ,-68.1969  ,2.47207e+00
50117  ,107.347  ,40.6903  ,-68.7459  ,2.47203e+00
9490  ,106.964  ,41.5845  ,-69.0065  ,2.47185e+00
5651  ,107.768  ,40.2872  ,-65.1631  ,2.47124e+00
5656  ,107.141  ,40.2872  ,-72.3267  ,2.47123e+00
7586  ,106.503  ,42.2872  ,-70.5009  ,2.47099e+00
37275  ,106.501  ,41.808  ,-72.6702  ,2.47097e+00
25100  ,106.76  ,41.9358  ,-69.1373  ,2.47094e+00
25525  ,106.96  ,41.646  ,-68.0926  ,2.47081e+00
25119  ,107.114  ,40.8224  ,-69.9254  ,2.47065e+00
27523  ,106.53  ,42.2872  ,-69.8844  ,2.47051e+00
1699  ,106.684  ,42.2872  ,-68.1219  ,2.47051e+00
72989  ,106.963  ,40.808  ,-71.4339  ,2.47024e+00
55465  ,107.43  ,41.2872  ,-63.8796  ,2.47019e+00
89166  ,106.585  ,41.2872  ,-73.5317  ,2.47017e+00
11176  ,107.172  ,41.2673  ,-66.9019  ,2.47008e+00
56712  ,106.609  ,42.2872  ,-68.671  ,2.47004e+00
7589  ,106.557  ,42.2872  ,-69.268  ,2.47004e+00
88073  ,107.104  ,41.8882  ,-64.786  ,2.47002e+00
86097  ,106.26  ,42.2872  ,-72.5849  ,2.46997e+00
16260  ,106.927  ,41.5209  ,-68.4598  ,2.46992e+00
25531  ,106.953  ,41.7772  ,-66.8088  ,2.46964e+00
25529  ,106.68  ,42.2872  ,-67.5952  ,2.46964e+00
25104  ,106.804  ,41.516  ,-69.6516  ,2.46955e+00
88082  ,106.915  ,42.2872  ,-64.8034  ,2.46953e+00
56713  ,106.683  ,42.0609  ,-68.4595  ,2.46940e+00
1698  ,106.735  ,42.2872  ,-66.7158  ,2.46926e+00
25522  ,106.787  ,41.8723  ,-68.0175  ,2.46923e+00
25109  ,107.366  ,40.2872  ,-68.4333  ,2.46913e+00
89825  ,107.311  ,40.2872  ,-69.0662  ,2.46912e+00
27525  ,106.573  ,41.8673  ,-70.3987  ,2.46911e+00
25116  ,107.031  ,41.3623  ,-67.4075  ,2.46903e+00
25103  ,106.6  ,41.8673  ,-69.7823  ,2.46863e+00
72899  ,106.649  ,41.9358  ,-68.8267  ,2.46850e+00
9095  ,106.891  ,41.4574  ,-67.9132  ,2.46798e+00
56711  ,106.51  ,42.2872  ,-68.3844  ,2.46784e+00
16258  ,107.083  ,40.7863  ,-68.563  ,2.46773e+00
90028  ,106.446  ,42.2872  ,-68.9575  ,2.46760e+00
25120  ,107.155  ,40.2872  ,-69.6691  ,2.46731e+00
11174  ,106.644  ,41.4474  ,-70.2966  ,2.46724e+00
25114  ,107.313  ,40.2872  ,-67.8183  ,2.46724e+00
81525  ,106.717  ,40.808  ,-72.1884  ,2.46706e+00
58905  ,106.398  ,41.808  ,-71.2754  ,2.46696e+00
88072  ,107.581  ,40.2872  ,-64.386  ,2.46673e+00
82461  ,106.822  ,40.2872  ,-73.0594  ,2.46672e+00
40549  ,107.223  ,40.7929  ,-66.2049  ,2.46663e+00
1085  ,106.933  ,42.2872  ,-62.5843  ,2.46651e+00
7336  ,105.871  ,42.2872  ,-74.7209  ,2.46649e+00
62583  ,106.598  ,41.8558  ,-68.444  ,2.46643e+00
88074  ,107.233  ,40.8882  ,-65.2983  ,2.46609e+00
58902  ,106.157  ,42.2872  ,-71.1902  ,2.46597e+00
30160  ,107.018  ,40.2872  ,-70.365  ,2.46595e+00
40543  ,107.299  ,40.2872  ,-67.1069  ,2.46588e+00
74333  ,106.256  ,42.2872  ,-69.8604  ,2.46564e+00
40545  ,106.935  ,41.3782  ,-66.1677  ,2.46555e+00
73673  ,106.401  ,42.2872  ,-68.1214  ,2.46553e+00
62581  ,106.564  ,41.7307  ,-68.8113  ,2.46552e+00
26504  ,106.424  ,42.2872  ,-67.7819  ,2.46541e+00
55468  ,106.905  ,41.8746  ,-64.0903  ,2.46534e+00
1092  ,106.335  ,42.2872  ,-68.647  ,2.46517e+00
72940  ,106.283  ,42.2872  ,-69.244  ,2.46517e+00
25532  ,106.668  ,41.7772  ,-67.1719  ,2.46517e+00
40546  ,106.717  ,41.8882  ,-66.0747  ,2.46513e+00
54655  ,106.468  ,41.3882  ,-71.1733  ,2.46510e+00
16259  ,106.838  ,40.9358  ,-68.8565  ,2.46488e+00
75096  ,106.424  ,42.0821  ,-68.369  ,2.46486e+00
25528  ,106.45  ,42.2872  ,-67.0788  ,2.46479e+00
88081  ,106.714  ,42.2872  ,-63.9975  ,2.46477e+00
37272  ,105.899  ,42.2872  ,-73.2958  ,2.46472e+00
61628  ,106.528  ,42.2872  ,-66.0921  ,2.46465e+00
72941  ,106.361  ,42.0821  ,-68.942  ,2.46462e+00
25533  ,106.528  ,41.8723  ,-67.6775  ,2.46413e+00
55466  ,107.15  ,41.2872  ,-63.0988  ,2.46406e+00
33659  ,106.174  ,41.2872  ,-74.2521  ,2.46404e+00
56703  ,106.843  ,40.2872  ,-71.0165  ,2.46386e+00
40553  ,107.242  ,40.2872  ,-66.4119  ,2.46382e+00
62580  ,106.528  ,41.6672  ,-68.2646  ,2.46359e+00
25101  ,106.431  ,41.6452  ,-69.3052  ,2.46333e+00
87626  ,106.088  ,42.2872  ,-70.1726  ,2.46318e+00
25123  ,106.683  ,40.9358  ,-69.4594  ,2.46307e+00
12287  ,106.293  ,41.3289  ,-72.05  ,2.46296e+00
16257  ,106.802  ,40.8723  ,-68.3098  ,2.46295e+00
27524  ,106.2  ,41.9966  ,-70.0524  ,2.46290e+00
82223  ,106.227  ,42.2872  ,-68.3839  ,2.46286e+00
86779  ,106.172  ,42.2872  ,-68.9335  ,2.46273e+00
62579  ,106.551  ,41.3279  ,-68.811  ,2.46245e+00
25102  ,106.228  ,41.9966  ,-69.436  ,2.46243e+00
72904  ,106.25  ,42.0821  ,-68.6315  ,2.46219e+00
34635  ,106.375  ,40.808  ,-72.9101  ,2.46213e+00
25117  ,106.889  ,40.7772  ,-67.1892  ,2.46211e+00
58906  ,106.052  ,41.808  ,-71.9647  ,2.46193e+00
37274  ,105.905  ,41.7618  ,-73.7227  ,2.46178e+00
5650  ,107.344  ,40.2872  ,-63.6226  ,2.46137e+00
5657  ,106.456  ,40.2872  ,-73.7702  ,2.46136e+00
81554  ,106.13  ,41.836  ,-70.5225  ,2.46125e+00
88075  ,107.021  ,40.8882  ,-64.5281  ,2.46117e+00
25113  ,106.748  ,40.8723  ,-67.6948  ,2.46106e+00
11229  ,106.699  ,41.4892  ,-65.4336  ,2.46103e+00
25105  ,106.271  ,41.5767  ,-69.9503  ,2.46102e+00
7390  ,105.811  ,42.2872  ,-71.8795  ,2.46095e+00
25536  ,106.617  ,41.3481  ,-66.8984  ,2.46082e+00
25130  ,106.523  ,40.8673  ,-70.1044  ,2.46076e+00
73674  ,106.265  ,41.9786  ,-67.9718  ,2.46070e+00
81524  ,106.596  ,40.2872  ,-71.771  ,2.46068e+00
81552  ,107.131  ,40.2872  ,-65.6248  ,2.46063e+00
1925  ,106.119  ,42.2872  ,-68.1208  ,2.46055e+00
25505  ,106.509  ,41.8882  ,-65.451  ,2.46053e+00
62578  ,106.514  ,41.2643  ,-68.2644  ,2.46052e+00
73672  ,106.142  ,42.2872  ,-67.7813  ,2.46044e+00
40547  ,106.398  ,41.858  ,-66.8053  ,2.46041e+00
2140  ,106.165  ,42.2872  ,-67.4419  ,2.46033e+00
82224  ,106.061  ,42.2872  ,-68.623  ,2.46030e+00
7717  ,106.008  ,42.2872  ,-69.22  ,2.46030e+00
1519  ,106.32  ,42.2872  ,-65.4684  ,2.46005e+00
40550  ,106.833  ,40.7772  ,-66.4942  ,2.46005e+00
25106  ,106.38  ,41.3213  ,-69.2113  ,2.46000e+00
74153  ,106.142  ,42.0821  ,-68.3684  ,2.45988e+00
25535  ,106.476  ,41.4431  ,-67.404  ,2.45978e+00
72924  ,106.087  ,42.0821  ,-68.918  ,2.45975e+00
62576  ,106.368  ,41.5637  ,-67.8674  ,2.45943e+00
54651  ,106.2  ,41.4161  ,-70.4204  ,2.45938e+00
13127  ,106.165  ,41.8769  ,-68.616  ,2.45921e+00
55467  ,106.616  ,41.8746  ,-63.3132  ,2.45908e+00
87251  ,106.568  ,42.2872  ,-61.8393  ,2.45897e+00
33641  ,105.383  ,42.2872  ,-75.3913  ,2.45895e+00
54652  ,106.348  ,40.8673  ,-70.7559  ,2.45868e+00
25500  ,106.426  ,42.2872  ,-63.2204  ,2.45852e+00
37277  ,105.48  ,42.2872  ,-74.011  ,2.45847e+00
90721  ,105.779  ,42.2872  ,-70.6245  ,2.45843e+00
74151  ,105.953  ,42.2872  ,-68.3599  ,2.45799e+00
5710  ,106.712  ,40.2872  ,-68.7065  ,2.45795e+00
72928  ,105.898  ,42.2872  ,-68.9095  ,2.45786e+00
91279  ,106.07  ,42.2872  ,-66.9302  ,2.45786e+00
30165  ,105.841  ,42.2872  ,-69.5322  ,2.45783e+00
25108  ,106.22  ,41.2528  ,-69.8563  ,2.45769e+00
30167  ,105.953  ,41.9966  ,-69.4119  ,2.45755e+00
55474  ,106.832  ,41.2872  ,-62.3655  ,2.45733e+00
72921  ,105.976  ,42.0821  ,-68.6075  ,2.45732e+00
33660  ,105.734  ,41.2872  ,-74.9191  ,2.45731e+00
54654  ,106.025  ,41.3569  ,-71.2971  ,2.45723e+00
62566  ,106.032  ,41.7915  ,-69.11  ,2.45701e+00
82462  ,106.33  ,40.2872  ,-72.4164  ,2.45698e+00
88130  ,106.984  ,40.2872  ,-64.9356  ,2.45698e+00
37276  ,105.69  ,41.808  ,-72.6755  ,2.45667e+00
54653  ,106.172  ,40.808  ,-71.6327  ,2.45654e+00
55469  ,106.822  ,40.8746  ,-63.8323  ,2.45648e+00
25508  ,106.499  ,41.4756  ,-64.7378  ,2.45635e+00
40548  ,106.38  ,41.459  ,-66.1642  ,2.45630e+00
81555  ,105.784  ,41.836  ,-71.2118  ,2.45622e+00
88833  ,106.557  ,40.2872  ,-69.3094  ,2.45613e+00
46001  ,106.151  ,41.4741  ,-68.6158  ,2.45612e+00
80429  ,106.659  ,40.2872  ,-68.0915  ,2.45606e+00
25534  ,106.114  ,41.858  ,-67.1684  ,2.45594e+00
25506  ,106.31  ,41.8746  ,-64.7552  ,2.45585e+00
61629  ,106.191  ,41.858  ,-66.1816  ,2.45580e+00
61627  ,105.988  ,42.2872  ,-66.4951  ,2.45576e+00
73675  ,105.983  ,41.9786  ,-67.9713  ,2.45572e+00
85788  ,105.449  ,42.2872  ,-72.5903  ,2.45570e+00
46016  ,106.006  ,41.9786  ,-67.6318  ,2.45560e+00
86484  ,105.842  ,42.2872  ,-68.0514  ,2.45556e+00
40551  ,106.596  ,40.8882  ,-65.7601  ,2.45551e+00
33642  ,105.486  ,41.7618  ,-74.4379  ,2.45551e+00
81541  ,106.425  ,40.6792  ,-68.661  ,2.45548e+00
46012  ,105.865  ,42.2872  ,-67.712  ,2.45545e+00
1093  ,105.787  ,42.2872  ,-68.599  ,2.45543e+00
30166  ,105.734  ,42.2872  ,-69.196  ,2.45543e+00
8042  ,105.674  ,42.2872  ,-69.8444  ,2.45537e+00
49039  ,106.119  ,42.2872  ,-64.6624  ,2.45530e+00
55473  ,107.059  ,40.2872  ,-62.8758  ,2.45519e+00
33661  ,106.046  ,40.2872  ,-74.4562  ,2.45517e+00
27531  ,105.786  ,41.9966  ,-69.7242  ,2.45508e+00
46000  ,106.006  ,41.7735  ,-68.2189  ,2.45505e+00
72920  ,105.813  ,42.0821  ,-68.894  ,2.45488e+00
11173  ,105.898  ,41.706  ,-69.6039  ,2.45482e+00
5711  ,106.402  ,40.2872  ,-69.9123  ,2.45432e+00
5709  ,106.606  ,40.2872  ,-67.4765  ,2.45417e+00
62565  ,106.018  ,41.3886  ,-69.1097  ,2.45392e+00
34636  ,105.697  ,41.2826  ,-73.1025  ,2.45375e+00
62577  ,106.372  ,40.6792  ,-68.0461  ,2.45359e+00
61425  ,105.715  ,41.836  ,-70.1943  ,2.45343e+00
81545  ,105.432  ,42.2872  ,-71.3139  ,2.45341e+00
46013  ,105.785  ,42.2872  ,-67.2932  ,2.45340e+00
61426  ,105.827  ,41.5454  ,-70.0741  ,2.45316e+00
74152  ,105.816  ,41.9786  ,-68.2103  ,2.45316e+00
13126  ,106.138  ,41.0713  ,-68.6156  ,2.45305e+00
86482  ,106.254  ,40.6726  ,-69.0613  ,2.45303e+00
86485  ,105.676  ,42.2872  ,-68.2905  ,2.45300e+00
72919  ,105.623  ,42.2872  ,-68.8855  ,2.45300e+00
27528  ,105.567  ,42.2872  ,-69.5082  ,2.45296e+00
33662  ,105.778  ,40.7618  ,-73.9626  ,2.45292e+00
27540  ,106.079  ,40.836  ,-70.2282  ,2.45289e+00
34637  ,105.906  ,40.808  ,-72.278  ,2.45285e+00
25517  ,106.334  ,40.858  ,-67.1857  ,2.45284e+00
27529  ,105.679  ,41.9966  ,-69.3879  ,2.45268e+00
25514  ,106.226  ,40.9786  ,-67.6491  ,2.45248e+00
25501  ,106.303  ,41.8572  ,-62.5193  ,2.45224e+00
27538  ,106.227  ,40.2872  ,-70.5638  ,2.45223e+00
25498  ,106.125  ,42.2872  ,-62.5491  ,2.45223e+00
33639  ,105.067  ,42.2872  ,-74.619  ,2.45217e+00
40558  ,106.55  ,40.2872  ,-66.7816  ,2.45210e+00
34634  ,105.988  ,40.2872  ,-73.1381  ,2.45205e+00
91192  ,106.772  ,40.2872  ,-64.1654  ,2.45205e+00
46002  ,105.992  ,41.3706  ,-68.2186  ,2.45196e+00
81254  ,106.449  ,40.8882  ,-65.0709  ,2.45186e+00
11230  ,106.299  ,41.462  ,-64.042  ,2.45167e+00
11232  ,106.062  ,41.4289  ,-66.8949  ,2.45158e+00
46004  ,105.75  ,41.8385  ,-68.575  ,2.45156e+00
11467  ,105.757  ,41.3848  ,-70.5442  ,2.45151e+00
25107  ,105.847  ,41.382  ,-69.51  ,2.45147e+00
25518  ,105.954  ,41.5494  ,-67.3583  ,2.45123e+00
25131  ,106.099  ,40.6726  ,-69.6642  ,2.45121e+00
55996  ,105.781  ,42.2872  ,-65.8714  ,2.45116e+00
49040  ,106.109  ,41.8746  ,-63.9492  ,2.45109e+00
11231  ,105.846  ,41.67  ,-67.8217  ,2.45089e+00
27533  ,105.904  ,40.836  ,-70.8798  ,2.45080e+00
40559  ,106.278  ,40.858  ,-66.4907  ,2.45078e+00
46015  ,105.705  ,41.9786  ,-67.9019  ,2.45072e+00
1084  ,106.155  ,42.2872  ,-61.1201  ,2.45062e+00
81542  ,105.364  ,42.2872  ,-70.2963  ,2.45062e+00
7337  ,104.851  ,42.2872  ,-76.0279  ,2.45060e+00
62572  ,105.966  ,41.0647  ,-69.0158  ,2.45060e+00
1700  ,105.565  ,42.2872  ,-67.982  ,2.45058e+00
88834  ,105.512  ,42.2872  ,-68.575  ,2.45057e+00
7590  ,105.46  ,42.2872  ,-69.172  ,2.45056e+00
1517  ,105.918  ,42.2872  ,-63.8565  ,2.45055e+00
25504  ,106.145  ,41.4159  ,-65.2627  ,2.45048e+00
7389  ,105.088  ,42.2872  ,-73.3011  ,2.45045e+00
86083  ,105.594  ,41.3562  ,-71.7561  ,2.45033e+00
5714  ,106.052  ,40.2872  ,-71.2153  ,2.45015e+00
5708  ,106.494  ,40.2872  ,-66.0866  ,2.45004e+00
25503  ,105.956  ,41.8149  ,-65.2801  ,2.44999e+00
55475  ,106.513  ,40.8746  ,-63.0954  ,2.44991e+00
86973  ,105.776  ,41.2214  ,-69.9801  ,2.44983e+00
72922  ,105.561  ,42.0436  ,-68.5665  ,2.44967e+00
87252  ,106.453  ,41.2872  ,-61.6277  ,2.44953e+00
62871  ,105.233  ,41.2872  ,-75.58  ,2.44951e+00
62567  ,105.617  ,41.753  ,-69.069  ,2.44936e+00
81547  ,105.352  ,41.8353  ,-71.6709  ,2.44933e+00
65352  ,105.733  ,41.858  ,-67.0197  ,2.44901e+00
46017  ,105.625  ,41.9786  ,-67.4831  ,2.44867e+00
81210  ,105.406  ,41.836  ,-70.6462  ,2.44867e+00
46014  ,105.485  ,42.2872  ,-67.5633  ,2.44853e+00
46005  ,105.737  ,41.4356  ,-68.5748  ,2.44846e+00
5649  ,106.727  ,40.2872  ,-62.1487  ,2.44820e+00
5658  ,105.593  ,40.2872  ,-75.1145  ,2.44818e+00
11175  ,105.795  ,41.0581  ,-69.416  ,2.44814e+00
91270  ,105.401  ,42.2872  ,-68.2665  ,2.44814e+00
88835  ,105.349  ,42.2872  ,-68.8615  ,2.44813e+00
27527  ,105.293  ,42.2872  ,-69.4842  ,2.44810e+00
27530  ,105.405  ,41.9966  ,-69.3639  ,2.44781e+00
33643  ,104.976  ,41.7618  ,-75.0914  ,2.44755e+00
37273  ,105.094  ,41.7618  ,-73.728  ,2.44748e+00
46003  ,105.591  ,41.735  ,-68.1779  ,2.44740e+00
86075  ,105.45  ,42.0436  ,-68.2581  ,2.44724e+00
72923  ,105.398  ,42.0436  ,-68.853  ,2.44723e+00
48729  ,106.25  ,40.8746  ,-64.3751  ,2.44718e+00
81546  ,105.02  ,42.2872  ,-71.9364  ,2.44712e+00
89680  ,106.539  ,40.2872  ,-63.4994  ,2.44691e+00
61630  ,105.651  ,41.858  ,-66.5846  ,2.44690e+00
90400  ,105.642  ,40.2872  ,-73.7518  ,2.44689e+00
61427  ,105.377  ,41.7969  ,-69.7927  ,2.44655e+00
2305  ,105.405  ,42.2872  ,-67.1446  ,2.44648e+00
82464  ,105.786  ,40.2872  ,-71.8607  ,2.44645e+00
71517  ,106.347  ,40.2872  ,-65.3974  ,2.44638e+00
15223  ,105.347  ,40.7618  ,-74.6347  ,2.44634e+00
61429  ,105.489  ,41.5063  ,-69.6725  ,2.44629e+00
55994  ,105.553  ,42.2872  ,-65.1822  ,2.44612e+00
